1001 9
1010 10
1011 11
0100 4
1100 12
0101 5
01101 13
11101 29
0110 6
0111 7
00001 1
10001 17
01110 14
11110 30
01111 15
11111 31
00011 3
10011 19
1000 8
00010 2
10010 18
00000 0
10000 16
